epc,rssi,timestamp,reader,antenna
18412345,-45,2026-04-18 22:22:34.513,192.168.1.10,1,CP
18412345,-45,2026-04-18 22:22:34.533,192.168.1.10,1,CP
18412345,-46,2026-04-18 22:22:34.563,192.168.1.10,1,CP
18412345,-47,2026-04-18 22:22:34.584,192.168.1.10,1,CP
18412345,-47,2026-04-18 22:22:34.613,192.168.1.10,1,CP
18412345,-47,2026-04-18 22:22:34.636,192.168.1.10,1,CP
18412345,-47,2026-04-18 22:22:34.661,192.168.1.10,1,CP
18412345,-47,2026-04-18 22:22:34.681,192.168.1.10,1,CP
18412345,-47,2026-04-18 22:22:34.709,192.168.1.10,1,CP
18412345,-47,2026-04-18 22:22:34.729,192.168.1.10,1,CP
18412345,-47,2026-04-18 22:22:34.757,192.168.1.10,1,CP
18412345,-48,2026-04-18 22:22:34.785,192.168.1.10,1,CP
18412345,-48,2026-04-18 22:22:34.812,192.168.1.10,1,CP
18412345,-47,2026-04-18 22:22:34.833,192.168.1.10,1,CP
18412345,-47,2026-04-18 22:22:34.861,192.168.1.10,1,CP
18412345,-47,2026-04-18 22:22:34.890,192.168.1.10,1,CP
18412345,-46,2026-04-18 22:22:34.912,192.168.1.10,1,CP
18412345,-45,2026-04-18 22:22:34.941,192.168.1.10,1,CP
18412345,-44,2026-04-18 22:22:34.964,192.168.1.10,1,CP
18412345,-43,2026-04-18 22:22:34.998,192.168.1.10,1,CP
18412345,-43,2026-04-18 22:22:35.016,192.168.1.10,1,CP
18412345,-43,2026-04-18 22:22:35.044,192.168.1.10,1,CP
18412345,-43,2026-04-18 22:22:35.063,192.168.1.10,1,CP
18412345,-44,2026-04-18 22:22:35.092,192.168.1.10,1,CP
18412345,-44,2026-04-18 22:22:35.112,192.168.1.10,1,CP
18412345,-46,2026-04-18 22:22:35.143,192.168.1.10,1,CP
18412345,-46,2026-04-18 22:22:35.163,192.168.1.10,1,CP
18412345,-47,2026-04-18 22:22:35.196,192.168.1.10,1,CP
18412345,-48,2026-04-18 22:22:35.221,192.168.1.10,1,CP
18412345,-50,2026-04-18 22:22:35.245,192.168.1.10,1,CP
18412345,-51,2026-04-18 22:22:35.265,192.168.1.10,1,CP
18412345,-53,2026-04-18 22:22:35.295,192.168.1.10,1,CP
18412345,-51,2026-04-18 22:22:35.314,192.168.1.10,1,CP
18412345,-47,2026-04-18 22:22:35.343,192.168.1.10,1,CP
18412345,-45,2026-04-18 22:22:35.365,192.168.1.10,1,CP
18412345,-47,2026-04-18 22:22:35.398,192.168.1.10,1,CP
18412345,-48,2026-04-18 22:22:35.419,192.168.1.10,1,CP
18412345,-50,2026-04-18 22:22:35.444,192.168.1.10,1,CP
18412345,-51,2026-04-18 22:22:35.468,192.168.1.10,1,CP
18412345,-52,2026-04-18 22:22:35.495,192.168.1.10,1,CP
18412345,-52,2026-04-18 22:22:35.514,192.168.1.10,1,CP
18412345,-52,2026-04-18 22:22:35.540,192.168.1.10,1,CP
18412345,-52,2026-04-18 22:22:35.562,192.168.1.10,1,CP
18412345,-50,2026-04-18 22:22:35.599,192.168.1.10,1,CP
18412345,-49,2026-04-18 22:22:35.621,192.168.1.10,1,CP
18412345,-48,2026-04-18 22:22:35.648,192.168.1.10,1,CP
18412345,-48,2026-04-18 22:22:35.669,192.168.1.10,1,CP
18412345,-49,2026-04-18 22:22:35.694,192.168.1.10,1,CP
18412345,-49,2026-04-18 22:22:35.714,192.168.1.10,1,CP
18412345,-49,2026-04-18 22:22:35.742,192.168.1.10,1,CP
18412345,-50,2026-04-18 22:22:35.764,192.168.1.10,1,CP
18412345,-52,2026-04-18 22:22:35.798,192.168.1.10,1,CP
18412345,-52,2026-04-18 22:22:35.821,192.168.1.10,1,CP
18412345,-54,2026-04-18 22:22:35.849,192.168.1.10,1,CP
18412345,-54,2026-04-18 22:22:35.868,192.168.1.10,1,CP
18412345,-55,2026-04-18 22:22:35.899,192.168.1.10,1,CP
18412345,-55,2026-04-18 22:22:35.918,192.168.1.10,1,CP
18412345,-55,2026-04-18 22:22:35.944,192.168.1.10,1,CP
18412345,-55,2026-04-18 22:22:35.964,192.168.1.10,1,CP
18412345,-54,2026-04-18 22:22:36.001,192.168.1.10,1,CP
18412345,-54,2026-04-18 22:22:36.022,192.168.1.10,1,CP
18412345,-54,2026-04-18 22:22:36.051,192.168.1.10,1,CP
18412345,-53,2026-04-18 22:22:36.073,192.168.1.10,1,CP
18412345,-51,2026-04-18 22:22:36.099,192.168.1.10,1,CP
18412345,-50,2026-04-18 22:22:36.121,192.168.1.10,1,CP
18412345,-49,2026-04-18 22:22:36.149,192.168.1.10,1,CP
18412345,-49,2026-04-18 22:22:36.169,192.168.1.10,1,CP
18412345,-49,2026-04-18 22:22:36.205,192.168.1.10,1,CP
18412345,-50,2026-04-18 22:22:36.226,192.168.1.10,1,CP
18412345,-51,2026-04-18 22:22:36.257,192.168.1.10,1,CP
18412345,-51,2026-04-18 22:22:36.275,192.168.1.10,1,CP
18412345,-52,2026-04-18 22:22:36.304,192.168.1.10,1,CP
18412345,-52,2026-04-18 22:22:36.323,192.168.1.10,1,CP
18412345,-52,2026-04-18 22:22:36.349,192.168.1.10,1,CP
18412345,-52,2026-04-18 22:22:36.372,192.168.1.10,1,CP
18412345,-52,2026-04-18 22:22:36.398,192.168.1.10,1,CP
18412345,-52,2026-04-18 22:22:36.420,192.168.1.10,1,CP
18412345,-51,2026-04-18 22:22:36.448,192.168.1.10,1,CP
18412345,-51,2026-04-18 22:22:36.468,192.168.1.10,1,CP
18412345,-51,2026-04-18 22:22:36.496,192.168.1.10,1,CP
18412345,-51,2026-04-18 22:22:36.517,192.168.1.10,1,CP
18412345,-51,2026-04-18 22:22:36.544,192.168.1.10,1,CP
18412345,-51,2026-04-18 22:22:36.565,192.168.1.10,1,CP
18412345,-51,2026-04-18 22:22:36.593,192.168.1.10,1,CP
18412345,-50,2026-04-18 22:22:36.620,192.168.1.10,1,CP
18412345,-52,2026-04-18 22:22:36.650,192.168.1.10,1,CP
18412345,-53,2026-04-18 22:22:36.680,192.168.1.10,1,CP
18412345,-54,2026-04-18 22:22:36.700,192.168.1.10,1,CP
18412345,-52,2026-04-18 22:22:36.728,192.168.1.10,1,CP
18412345,-50,2026-04-18 22:22:36.752,192.168.1.10,1,CP
18412345,-49,2026-04-18 22:22:36.778,192.168.1.10,1,CP
18412345,-51,2026-04-18 22:22:36.799,192.168.1.10,1,CP
18412345,-56,2026-04-18 22:22:36.831,192.168.1.10,1,CP
18412345,-58,2026-04-18 22:22:36.852,192.168.1.10,1,CP
18412345,-61,2026-04-18 22:22:36.879,192.168.1.10,1,CP
18412345,-64,2026-04-18 22:22:36.902,192.168.1.10,1,CP
18412345,-64,2026-04-18 22:22:36.929,192.168.1.10,1,CP
18412345,-60,2026-04-18 22:22:36.953,192.168.1.10,1,CP
18412345,-61,2026-04-18 22:22:36.979,192.168.1.10,1,CP
18412345,-64,2026-04-18 22:22:36.999,192.168.1.10,1,CP
18412345,-65,2026-04-18 22:22:37.090,192.168.1.10,1,CP
18412345,-63,2026-04-18 22:22:37.111,192.168.1.10,1,CP
18412345,-63,2026-04-18 22:22:37.135,192.168.1.10,1,CP
18412345,-62,2026-04-18 22:22:37.156,192.168.1.10,1,CP
18412345,-60,2026-04-18 22:22:37.180,192.168.1.10,1,CP
18412345,-59,2026-04-18 22:22:37.209,192.168.1.10,1,CP
18412345,-60,2026-04-18 22:22:37.232,192.168.1.10,1,CP
18412345,-61,2026-04-18 22:22:37.255,192.168.1.10,1,CP
18412345,-62,2026-04-18 22:22:37.283,192.168.1.10,1,CP
18412345,-63,2026-04-18 22:22:37.303,192.168.1.10,1,CP
18412345,-64,2026-04-18 22:22:37.331,192.168.1.10,1,CP
18412345,-65,2026-04-18 22:22:37.353,192.168.1.10,1,CP
